WKT,name,description
"POLYGON ((106.7258518 -6.0906782, 106.7073124 -6.0954576, 106.6873997 -6.0961403, 106.6880863 -6.1063817, 106.698386 -6.1104782, 106.6922062 -6.1200365, 106.686713 -6.1282292, 106.6922062 -6.1371045, 106.6873997 -6.1446143, 106.6880863 -6.1609989, 106.6880863 -6.1726043, 106.7073124 -6.1814788, 106.7176121 -6.1876227, 106.7176121 -6.1951317, 106.7237919 -6.1944491, 106.7237919 -6.2094669, 106.7155521 -6.2231191, 106.7347782 -6.2238017, 106.7437046 -6.2313102, 106.7457645 -6.2395012, 106.7471378 -6.2504223, 106.7553776 -6.2552002, 106.7512577 -6.2695338, 106.7540043 -6.2756766, 106.7594974 -6.2777242, 106.7629307 -6.2825018, 106.7649906 -6.2900095, 106.7704838 -6.2968346, 106.7746036 -6.3036596, 106.7766636 -6.3152618, 106.8034427 -6.3138969, 106.8055027 -6.3234515, 106.8006962 -6.3336884, 106.7979496 -6.34529, 106.7897098 -6.3507495, 106.7931431 -6.364398, 106.8041294 -6.3650804, 106.8137424 -6.3623507, 106.8185489 -6.3548441, 106.8274753 -6.3568914, 106.837775 -6.3555265, 106.8391483 -6.3473373, 106.8384617 -6.3411954, 106.8487613 -6.3411954, 106.8535679 -6.3357358, 106.8576877 -6.3514319, 106.8659275 -6.3568914, 106.8714207 -6.3562089, 106.8789738 -6.3623507, 106.8872135 -6.3705397, 106.8968265 -6.3725869, 106.903693 -6.3698573, 106.9071262 -6.3637156, 106.9146793 -6.3664452, 106.9160526 -6.3527968, 106.9208591 -6.3384656, 106.9222324 -6.3282288, 106.9215458 -6.3173093, 106.9236057 -6.3029771, 106.9187992 -6.2961521, 106.9119327 -6.2961521, 106.9091862 -6.2859144, 106.9084995 -6.2763591, 106.9057529 -6.2695338, 106.9050663 -6.2592956, 106.913306 -6.2565654, 106.9208591 -6.2517874, 106.9332187 -6.2517874, 106.9414585 -6.2531526, 106.9469517 -6.2340405, 106.9496982 -6.2203886, 106.9654911 -6.2108321, 106.9668644 -6.1985449, 106.9723575 -6.18694, 106.9730442 -6.1732869, 106.9709842 -6.091361, 106.7258518 -6.0906782))",DKI Jakarta,
