WKT,name,description
"POLYGON ((106.8027736 -6.2135704, 106.7986108 -6.2145517, 106.7981602 -6.2149357, 106.7983748 -6.2206311, 106.8031384 -6.222615, 106.8037392 -6.2234895, 106.8047048 -6.2247694, 106.8087817 -6.2219963, 106.808374 -6.2213777, 106.8083955 -6.2157462, 106.8069149 -6.2156396, 106.8062283 -6.2155543, 106.8061854 -6.214509, 106.806357 -6.2141464, 106.806357 -6.2134638, 106.8062283 -6.2127598, 106.8027736 -6.2135704))",GBK,
