WKT,name,description
"POLYGON ((106.8249382 -6.3177322, 106.8258394 -6.3113766, 106.826569 -6.3117178, 106.827041 -6.3101822, 106.827041 -6.3087746, 106.8248524 -6.3085613, 106.8246378 -6.3078362, 106.8245949 -6.3064712, 106.8233503 -6.3063432, 106.8224062 -6.3066418, 106.8207325 -6.3065565, 106.820475 -6.3057034, 106.8196167 -6.3058314, 106.8187584 -6.3054901, 106.8166126 -6.3048503, 106.8159689 -6.3056607, 106.8167843 -6.3066418, 106.8169988 -6.3073243, 106.8162693 -6.3078362, 106.8157543 -6.3086466, 106.8155826 -6.3099263, 106.8163122 -6.3106088, 106.817428 -6.3105661, 106.8176855 -6.3129975, 106.8177284 -6.3148316, 106.816913 -6.3151302, 106.8162264 -6.3150023, 106.8166126 -6.3161966, 106.8181576 -6.3165378, 106.8192734 -6.3169644, 106.8213333 -6.3176042, 106.8227495 -6.3176469, 106.8249382 -6.3177322))",Ragunan,
