WKT,name,description
"POLYGON ((106.828909 -6.1715912, 106.8246389 -6.1715272, 106.8236948 -6.1714205, 106.8233515 -6.1716125, 106.8232656 -6.1723165, 106.8231583 -6.1797191, 106.8234158 -6.1801671, 106.8238879 -6.1803804, 106.8246389 -6.1803378, 106.8276215 -6.1801884, 106.8306471 -6.1800391, 106.8310548 -6.1799751, 106.8308831 -6.1795698, 106.830411 -6.1788018, 106.8305398 -6.1784391, 106.8301321 -6.1780125, 106.8299604 -6.1776285, 106.829939 -6.1762418, 106.8299819 -6.1747272, 106.8300677 -6.1738098, 106.8296386 -6.1733619, 106.8291236 -6.1730419, 106.829145 -6.1726152, 106.8292523 -6.1720179, 106.828909 -6.1715912))",Monas,
