WKT,name,description
"POLYGON ((106.9024429 -6.2995752, 106.8974003 -6.2995539, 106.8896326 -6.2991486, 106.8855557 -6.2989354, 106.8829807 -6.2988714, 106.8833884 -6.300343, 106.8836674 -6.3013241, 106.8840322 -6.3025611, 106.8844399 -6.3032863, 106.8852982 -6.3038195, 106.8864569 -6.3046939, 106.8872937 -6.3052058, 106.888152 -6.3052911, 106.8894395 -6.3052485, 106.8920573 -6.3057177, 106.8943319 -6.3064428, 106.8969068 -6.307168, 106.8983659 -6.3079358, 106.8996104 -6.3087889, 106.9009408 -6.3099832, 106.9023999 -6.3110069, 106.9040736 -6.3112202, 106.904417 -6.3096846, 106.9054898 -6.3086182, 106.9049749 -6.3076372, 106.9049749 -6.3063148, 106.9057903 -6.3065281, 106.9066056 -6.3047366, 106.905919 -6.3041821, 106.9060048 -6.2995752, 106.9024429 -6.2995752))",TMII,
